,pitch_change,rhythm_change,boundaries,n_M_resp,n_NM_resp
471,0.08333206176757812,-1.0,0.0,0.0,3.0
472,9.916667938232422,1.0,0.0,1.0,0.0
473,-4.583335876464844,-1.0,0.0,1.0,0.0
474,-4.666664123535156,0.0,1.0,1.0,2.0
475,-2.5,-1.0,0.0,0.0,3.0
476,9.75,2.0,0.0,0.0,0.0
477,4.75,-2.0,0.0,0.0,1.0
478,-6.666664123535156,1.0,0.0,2.0,1.0
479,1.6666641235351562,-1.0,0.0,0.0,0.0
480,-9.428569793701172,5.0,0.0,1.0,2.0
481,-5.071430206298828,-3.0,0.0,0.0,1.0
482,2.700000762939453,1.0,0.0,1.0,1.0
483,-1.2000007629394531,1.0,0.0,4.0,5.0
484,10.666664123535156,-3.0,0.0,2.0,1.0
485,-9.666664123535156,-1.0,0.0,0.0,0.0
486,7.5,2.0,0.0,2.0,5.0
487,2.5,0.0,0.0,2.0,0.0
488,-6.0,-1.0,0.0,1.0,1.0
489,0.0,-3.0,0.0,2.0,1.0
490,-3.333332061767578,3.0,1.0,2.0,0.0
491,8.083332061767578,1.0,0.0,0.0,1.0
492,-3.416667938232422,-1.0,0.0,0.0,2.0
493,-2.6666641235351562,0.0,0.0,2.0,3.0
494,-2.166667938232422,1.0,0.0,6.0,0.0
495,2.0,0.0,0.0,1.0,1.0
496,1.5,1.0,1.0,0.0,2.0
497,4.25,-1.0,0.0,2.0,1.0
498,0.25,-2.0,0.0,0.0,0.0
499,-2.0,0.0,0.0,0.0,1.0
500,-6.5,1.0,0.0,1.0,1.0
501,7.333335876464844,0.0,0.0,0.0,1.0
502,-5.000003814697266,0.0,0.0,1.0,1.0
503,6.666667938232422,0.0,0.0,1.0,1.0
504,-4.0,0.0,0.0,0.0,1.0
505,-2.0,1.0,0.0,0.0,1.0
506,4.25,0.0,0.0,0.0,3.0
507,-4.25,0.0,0.0,2.0,0.0
508,0.0,0.0,0.0,0.0,0.0
509,8.333332061767578,-2.0,0.0,0.0,0.0
510,-7.333332061767578,2.0,0.0,0.0,0.0
511,6.333332061767578,-2.0,0.0,0.0,0.0
512,-13.799999237060547,4.0,1.0,4.0,4.0
513,1.133331298828125,-2.0,0.0,1.0,4.0
514,-3.333332061767578,1.0,0.0,0.0,0.0
515,2.666667938232422,-1.0,0.0,0.0,0.0
516,8.333332061767578,5.0,1.0,1.0,0.0
517,-0.5,-4.0,0.0,0.0,2.0
518,0.5,4.0,0.0,0.0,2.0
519,-0.5,-4.0,0.0,0.0,1.0
520,5.099998474121094,1.0,0.0,1.0,1.0
521,0.40000152587890625,-1.0,0.0,4.0,3.0
522,-6.0,-2.0,0.0,0.0,1.0
523,0.0,-2.0,0.0,0.0,0.0
524,-3.799999237060547,5.0,1.0,3.0,3.0
525,-0.7000007629394531,-1.0,0.0,0.0,0.0
526,-1.5,-2.0,0.0,0.0,0.0
527,0.0,-2.0,0.0,0.0,0.0
528,14.599998474121094,5.0,1.0,1.0,2.0
529,-1.3499984741210938,-1.0,0.0,2.0,2.0
530,-10.25,0.0,0.0,0.0,0.0
531,-3.0,-2.0,0.0,0.0,3.0
532,2.333332061767578,1.0,1.0,1.0,5.0
533,2.666667938232422,-1.0,0.0,2.0,0.0
534,-3.333332061767578,1.0,0.0,1.0,0.0
535,3.333332061767578,-1.0,0.0,0.0,1.0
536,3.6666641235351562,1.0,0.0,0.0,0.0
537,11.333335876464844,-2.0,0.0,2.0,0.0
538,-14.333332061767578,2.0,0.0,0.0,2.0
539,14.333332061767578,-2.0,0.0,2.0,3.0
540,-20.200000762939453,4.0,0.0,0.0,1.0
541,0.866668701171875,-2.0,0.0,4.0,2.0
542,-2.666667938232422,1.0,0.0,0.0,0.0
543,2.0,-1.0,0.0,0.0,1.0
544,10.75,1.0,0.0,1.0,1.0
545,6.25,-3.0,0.0,1.0,1.0
546,-6.8000030517578125,4.0,0.0,1.0,3.0
547,1.5500030517578125,-1.0,0.0,2.0,0.0
548,-0.15000152587890625,1.0,0.0,1.0,0.0
549,1.4000015258789062,-3.0,0.0,1.0,1.0
550,-5.333335876464844,1.0,0.0,0.0,1.0
551,-4.666664123535156,-1.0,0.0,0.0,0.0
